E-UTM [m],N-UTM [m],Rew [m/s2],Rns [m/s2],Rgh [m/s2],
       706473.700000,      4944492.000000,            0.051000,            0.073000,            0.061000,
       706906.700000,      4944243.000000,            0.015000,            0.018000,            0.016000,
       705672.000000,      4941690.000000,            0.031000,            0.063000,            0.044000,
       705419.900000,      4942116.000000,            0.043000,            0.088000,            0.061000,
       706026.600000,      4943742.000000,            0.037000,            0.074000,            0.053000,
       705577.200000,      4943502.000000,            0.064000,            0.080000,            0.071000,
       706007.100000,      4943234.000000,            0.047000,            0.048000,            0.048000,
       706171.000000,      4941654.000000,            0.037000,            0.055000,            0.045000,
       705977.900000,      4942163.000000,            0.048000,            0.059000,            0.054000,
       706906.700000,      4943247.000000,            0.011000,            0.015000,            0.013000,
       706460.700000,      4942987.000000,            0.042000,            0.039000,            0.041000,
       706906.700000,      4942749.000000,            0.012000,            0.011000,            0.012000,
       706906.700000,      4942252.000000,            0.008000,            0.011000,            0.010000,
       706497.800000,      4941980.000000,            0.069000,            0.078000,            0.074000,
       706459.600000,      4942476.000000,            0.053000,            0.044000,            0.049000,
