LON [dd], LAT [dd], Rgh [m/s2]
       10.7242574264,       44.9243119899,        0.3584271718,
       10.8451996431,       45.0334327812,        0.3727923878,
       10.8482391870,       45.0297242877,        0.3821697283,
       10.8515252249,       45.0333364874,        0.3788941247,
       10.8388740274,       45.0335287378,        0.3667468180,
       10.8419140159,       45.0298207006,        0.3758658281,
       10.7246598232,       44.9380228118,        0.3499124391,
       10.7301910756,       44.9402107260,        0.3553160354,
       10.7249282447,       44.9470864022,        0.3437914989,
       10.7303257110,       44.9447427926,        0.3521178023,
       10.7304601075,       44.9492504076,        0.3488474414,
       10.8231801372,       45.0374149955,        0.3465318567,
       10.8102863881,       45.0302977141,        0.3454238370,
       10.7999595487,       45.0045364332,        0.3715180326,
       10.7936125933,       45.0046586623,        0.3643496037,
       10.7966801096,       45.0008779881,        0.3729249946,
       10.7476029595,       44.9735613985,        0.3481484287,
       10.7531397593,       44.9756894070,        0.3524675221,
       10.7477391075,       44.9779788897,        0.3440527050,
       10.7257339934,       44.9738987571,        0.3238662824,
       10.7260029177,       44.9827161195,        0.3168608451,
       10.7318082397,       44.9935621361,        0.3131839096,
       10.7372110358,       44.9913016925,        0.3204491490,
       10.7692875193,       45.0345620677,        0.3050941446,
       10.7723326733,       45.0308674600,        0.3116947118,
       10.7262732359,       44.9914719893,        0.3097500819,
       10.7662409621,       45.0382533930,        0.2986885258,
       10.7566341934,       45.0347455831,        0.2949821578,
       10.7532423836,       45.0311282089,        0.2960211020,
       10.7690558194,       45.0272453546,        0.3130216408,
       10.7660071040,       45.0309598198,        0.3063998966,
       10.7626811769,       45.0273385437,        0.3075810424,
       10.7275479753,       45.0341730974,        0.2739466501,
       10.7321063162,       45.0358072228,        0.2757699077,
       10.7273154075,       45.0216504758,        0.2846252079,
       10.7271242770,       45.0173710760,        0.2881899748,
       10.7629602380,       45.0346540027,        0.2999930210,
       10.7657223148,       45.0236128293,        0.3141980970,
       10.7849837142,       45.0306817283,        0.3225667645,
       10.7258684398,       44.9783151267,        0.3203794998,
       10.8198957098,       45.0338146046,        0.3489959151,
       10.8320603741,       45.0189341206,        0.3843398767,
       10.8351000527,       45.0151801882,        0.3940163394,
       10.8383843149,       45.0188373559,        0.3912473376,
       10.7300564717,       44.9356632645,        0.3584285846,
       10.7355874214,       44.9378456247,        0.3640626927,
       10.7245256596,       44.9334679249,        0.3528461068,
       10.8545655930,       45.0296275172,        0.3885350899,
       10.7413900513,       44.9490831722,        0.3626588487,
       10.7415255995,       44.9535850186,        0.3590072213,
       10.7359926490,       44.9514196357,        0.3539191864,
       10.8641775557,       45.0331428686,        0.3912432223,
       10.7239893186,       44.9150945498,        0.3635832268,
       10.9211094371,       45.0322549013,        0.4475671454,
       10.7345084744,       44.9009808427,        0.3865336204,
       10.9590611775,       45.0316477311,        0.4828811802,
       10.9557681654,       45.0280333604,        0.4911425968,
       10.9620927095,       45.0279308479,        0.4969535388,
       10.9653874000,       45.0315453343,        0.4883228395,
       10.9684184863,       45.0278279751,        0.5025978070,
       10.7553945728,       44.8675561186,        0.4367787255,
       10.7555308367,       44.8723271023,        0.4353100497,
       10.7500050186,       44.8700327172,        0.4260477504,
       10.7215825181,       44.8294075167,        0.3837636304,
       10.7214493417,       44.8245122107,        0.3832796563,
       11.0023535862,       44.6043126076,        0.3751940742,
       10.9960702902,       44.6044476333,        0.3731869154,
       10.9427953500,       44.6103295251,        0.3567332974,
       10.9365112993,       44.6104602138,        0.3533254591,
       10.9302284741,       44.6105904464,        0.3498314407,
       10.9239443538,       44.6107202750,        0.3462590206,
       10.7315518186,       44.7945846941,        0.3935745026,
       10.7314177491,       44.7895751568,        0.3917619850,
       10.9083613958,       44.6157948923,        0.3428561936,
       10.9020767356,       44.6159229771,        0.3389166417,
       10.9520912603,       44.6053806309,        0.3549161990,
       10.7202497441,       44.7796975893,        0.3714240120,
       10.8829775344,       44.6068041257,        0.3166890336,
       10.8766948357,       44.6069309401,        0.3129491658,
       10.8704108430,       44.6070573497,        0.3091946040,
       10.7303465884,       44.7489842450,        0.2929226715,
       10.7311497041,       44.7795120723,        0.3876497537,
       10.7310157285,       44.7744586109,        0.3853621108,
       10.7253661766,       44.7669548909,        0.3737008922,
       10.7191858167,       44.7388794199,        0.2795414678,
       10.8548243329,       44.6121198744,        0.3041784921,
       10.8485398045,       44.6122445477,        0.3002801848,
       10.8422565034,       44.6123687669,        0.2963951114,
       10.8359719087,       44.6124925819,        0.2925260705,
       10.8296885413,       44.6126159430,        0.2886786211,
       10.7238999158,       44.7101955344,        0.2722800923,
       10.7294107274,       44.7127063844,        0.2777034869,
       10.7300790435,       44.7386899025,        0.2888785266,
       10.7182578038,       44.7024185436,        0.2647832797,
       10.8012910282,       44.6084193526,        0.2683920931,
       10.7950078995,       44.6085405797,        0.2648268880,
       10.7887234780,       44.6086614016,        0.2612969124,
       10.7290116421,       44.6969592838,        0.2704504668,
       10.7291451496,       44.7022256365,        0.2729063061,
       10.7794128640,       44.6135875402,        0.2590202869,
       10.7856977521,       44.6134675851,        0.2625950706,
       10.7174622607,       44.6706183888,        0.2507207587,
       10.7731279439,       44.6137070666,        0.2554889695,
       10.7668432651,       44.6138371633,        0.2520088265,
       10.7605572920,       44.6139668541,        0.2485734272,
       10.7383017162,       44.6097585299,        0.2345285233,
       10.7415345567,       44.6146864405,        0.2386261437,
       10.7350228603,       44.6148735689,        0.2352864566,
       10.7220416495,       44.6355354490,        0.2378731470,
       10.7279246051,       44.6153680087,        0.2318372447,
       10.7219377791,       44.6245549165,        0.2328807967,
       10.7219161185,       44.6189401936,        0.2303607874,
       10.7219613716,       44.6300795775,        0.2353723556,
       10.7278127367,       44.6489515129,        0.2473949318,
       10.7276795402,       44.6435507187,        0.2447877840,
       10.7275539407,       44.6381367264,        0.2421863450,
       10.7283445718,       44.6704226690,        0.2577835162,
       10.7233688274,       44.6891312083,        0.2628311824,
       10.7286113065,       44.6810780265,        0.2629130217,
       10.7287447206,       44.6863854150,        0.2654500160,
       10.7296779603,       44.7231419715,        0.2823336482,
       10.7295443283,       44.7179311699,        0.2800423186,
       10.8578440170,       44.6073088532,        0.3016672696,
       10.7354585448,       44.7360120826,        0.2926295059,
       10.7353244144,       44.7308362442,        0.2903855102,
       10.8641280769,       44.6071833039,        0.3054326577,
       10.8673920288,       44.6118692649,        0.3119924499,
       10.8643718407,       44.6166824035,        0.3147367748,
       10.8611075674,       44.6119947968,        0.3080837537,
       10.7250992549,       44.7567614972,        0.2907512802,
       10.7252327001,       44.7618654128,        0.3711832824,
       10.7308817842,       44.7693905960,        0.3829287022,
       10.7304804077,       44.7541099740,        0.2948354927,
       10.7306139895,       44.7592110907,        0.3776519088,
       10.7318200515,       44.8045595529,        0.3966850390,
       10.7316859194,       44.7995795061,        0.3952171991,
       10.7319539455,       44.8095148401,        0.3979710537,
       10.7320881402,       44.8144652712,        0.3990763681,
       10.7265685995,       44.8120930904,        0.3897846646,
       10.7267021193,       44.8170258870,        0.3907454568,
       10.7268359390,       44.8219537274,        0.3915289023,
       10.9679274211,       44.6098025475,        0.3693050386,
       10.9649154765,       44.6146229447,        0.3750938787,
       10.9709405291,       44.6049833424,        0.3635675681,
       10.9209293527,       44.6155374611,        0.3505853774,
